duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_num
0.058128078817733984,0.0,0.3333333333333333,0.1515151515151515,0.0,0.8117154811715479,0.06708652792990144,0.4849267872523697,
0.0625615763546798,0.14285714285714285,0.0,0.1515151515151515,0.0,0.8117154811715479,0.05585980284775466,0.4849267872523697,
0.2019704433497537,0.14285714285714285,0.0,0.0,0.08963367108339781,1.0,0.02765607886089813,0.23212747631352215,
0.41182266009852214,0.2857142857142857,0.6666666666666667,0.5151515151515151,0.7116134060795005,0.5230125523012552,0.07228915662650603,0.120585701981053,
0.03694581280788177,0.14285714285714285,0.0,0.0,0.0693686671862821,0.8786610878661085,0.03723986856516978,0.23212747631352215,
0.07389162561576354,0.0,0.6666666666666667,0.5151515151515151,0.7116134060795005,0.5230125523012552,0.07283680175246443,0.120585701981053,
0.05714285714285714,0.14285714285714285,0.3333333333333333,0.5151515151515151,0.7225253312548716,0.4602510460251046,0.01998904709748084,0.120585701981053,
0.10443349753694581,0.14285714285714285,0.0,0.1212121212121211,0.19953234606391135,0.7447698744769873,0.0235487404162103,0.25796726959517713,
0.04285714285714285,0.0,0.0,0.48484848484848475,0.26968043647701023,0.19246861924686165,0.17415115005476453,0.5835486649440149,
0.1768472906403941,0.5714285714285714,0.0,0.5151515151515151,0.7848791893998452,0.4393305439330544,0.042716319824753574,0.120585701981053,
0.015763546798029555,0.0,0.6666666666666667,0.0,0.17459080280592332,0.8661087866108785,0.02217962760131434,0.23212747631352215,
0.047290640394088666,0.0,0.0,0.48484848484848475,0.45518316445830465,0.6694560669456067,0.000821467688937566,0.19422911283376365,
0.047783251231527095,0.14285714285714285,0.0,0.5151515151515151,0.7848791893998452,0.4393305439330544,0.062157721796276016,0.120585701981053,
0.005911330049261084,0.0,0.0,0.1515151515151515,0.0,0.8117154811715479,0.06708652792990144,0.4849267872523697,
0.08078817733990148,0.0,0.0,0.48484848484848475,0.3406079501169188,0.15481171548117123,0.2001642935377875,0.5835486649440149,
0.0522167487684729,0.42857142857142855,0.0,0.6969696969696969,0.9353078721745902,0.05439330543933041,0.10021905805038336,0.0,
0.3852216748768473,0.0,0.0,0.1515151515151515,0.2969602494154344,0.41841004184100417,0.1730558598028478,0.4849267872523697,
0.07241379310344828,0.14285714285714285,0.0,0.1515151515151515,0.2969602494154344,0.41841004184100417,0.171960569550931,0.4849267872523697,
